intents,text
content_generation,"ensure all sentences are unique and diverse, reflecting a variety of educational scenarios and requirements."
reset,wipe memory completely
doubt,how do i verify if my course deadline was extended?
doubt,how can i check if a student was flagged for academic integrity issues
content_generation,devise an outline for a high school chemistry class lesson on chemical reactions.
out_of_scope,i found an awkward syntax; please restructure your response.
content_generation,design a java program to demonstrate polymorphism with user-defined classes.
feedback,could you critique the homework task i set for this week and point out any gaps in the content coverage.
exit,end communication
content_generation,please construct an informative email body explaining the importance of cybersecurity for online learning platforms.
feedback,"can you elaborate on instances where the response flow is offbeat, disrupting the instructional narrative?"
doubt,"i don't understand the technical jargon in the bug report, help me decode it for the gradebook sync problem."
reset,"forget math formula, clear and begin."
doubt,is it correct that the administrative portal isn't reflecting recent updates?
out_of_scope,"test your knowledge, divide 180 by 15 and tell me the outcome."
content_generation,draft key points on c++ memory management for class structures.
content_generation,write java code to implement an asynchronous task queue.
feedback,i need an inspection of the correctness of memory allocation examples in my c programming tutorial.
content_generation,produce distinctive assessment problems on the function and design of database systems.
exit,"kindly depart, task complete."
reset,initiate new quiz from scratch.
out_of_scope,how to set boundaries with friends to avoid overcommitment and stress?
content_generation,draft a follow-up email to a professor whose classroom advice was particularly insightful.
content_generation,"um, construct a set of advanced math problems suitable for college level tests."
reset,begin inquiry-based learning experiment.
content_generation,please outline a python assignment focusing on list comprehensions and their applications.
doubt,my javascript isn't working; what's wrong?
content_generation,design an interactive case study module on data encryption techniques.
feedback,the phrase structure in today's response appears disjointed.
